Brand,Model,Full_Name,Category,Fuel_Type,Price_INR,Engine_CC,Power_BHP,Torque_NM,Mileage_KMPL,Top_Speed_KMPH,Gears,Weight_KG,ABS_Type,Cooling_System,Cylinder_Type,Color,Launch_Year,State,City,Rating,No_of_Reviews,Is_Price_Outlier,Price_Category,Power_to_Weight,Torque_to_Weight
Suzuki,Gixxer SF 150,Suzuki Gixxer SF 150,Sports Bike,Petrol,135300,155,13.5,13.81,47.1,117.0,5,140,Single Channel ABS,Air Cooled,Single,Blue,2020,Tamil Nadu,Chennai,4.9,975,False,Mid-Range (80K-1.5L),0.096,0.099
Suzuki,Gixxer SF 150,Suzuki Gixxer SF 150,Sports Bike,Petrol,129200,155,13.43,13.74,52.2,114.0,5,140,Single Channel ABS,Air Cooled,Single,Racing Red,2020,Madhya Pradesh,Indore,3.5,7832,False,Mid-Range (80K-1.5L),0.096,0.098
Suzuki,Gixxer SF 150,Suzuki Gixxer SF 150,Sports Bike,Petrol,131700,155,13.42,13.68,49.2,114.0,5,143,Single Channel ABS,Air Cooled,Single,Racing Red,2020,Madhya Pradesh,Gwalior,4.6,265,False,Mid-Range (80K-1.5L),0.094,0.096
Suzuki,Gixxer SF 150,Suzuki Gixxer SF 150,Sports Bike,Petrol,134300,155,13.58,13.64,46.6,112.0,5,143,Single Channel ABS,Air Cooled,Single,Yellow,2022,Uttar Pradesh,Varanasi,3.3,7064,False,Mid-Range (80K-1.5L),0.095,0.095
Suzuki,Gixxer SF 150,Suzuki Gixxer SF 150,Sports Bike,Petrol,134700,155,13.78,13.55,48.7,115.0,5,140,Single Channel ABS,Air Cooled,Single,Racing Red,2024,Maharashtra,Pune,3.2,7059,False,Mid-Range (80K-1.5L),0.098,0.097
Suzuki,Gixxer SF 150,Suzuki Gixxer SF 150,Sports Bike,Petrol,129800,155,13.48,13.88,46.7,112.0,5,143,Single Channel ABS,Air Cooled,Single,Racing Red,2023,Telangana,Khammam,3.6,2058,False,Mid-Range (80K-1.5L),0.094,0.097
Suzuki,Gixxer SF 150,Suzuki Gixxer SF 150,Sports Bike,Petrol,131700,155,13.84,13.43,48.7,114.0,5,141,Single Channel ABS,Air Cooled,Single,White,2021,Punjab,Chandigarh,4.6,401,False,Mid-Range (80K-1.5L),0.098,0.095
Suzuki,Gixxer SF 150,Suzuki Gixxer SF 150,Sports Bike,Petrol,131300,155,13.73,13.9,46.4,114.0,5,143,Single Channel ABS,Air Cooled,Single,Red,2022,Punjab,Jalandhar,3.6,4643,False,Mid-Range (80K-1.5L),0.096,0.097
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,192000,249,25.74,22.53,38.3,132.0,6,165,Dual Channel ABS,Oil Cooled,Single,Blue,2021,Tamil Nadu,Trichy,3.2,3384,False,Premium (1.5L-3L),0.156,0.137
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,191300,249,27.01,22.4,40.7,128.0,6,167,Dual Channel ABS,Oil Cooled,Single,Racing Red,2022,Telangana,Nizamabad,3.4,4365,False,Premium (1.5L-3L),0.162,0.134
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,179300,249,25.82,22.03,34.5,133.0,6,168,Dual Channel ABS,Oil Cooled,Single,Green,2022,Tamil Nadu,Trichy,4.0,6151,False,Premium (1.5L-3L),0.154,0.131
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,179000,249,26.83,22.97,36.4,133.0,6,167,Dual Channel ABS,Oil Cooled,Single,Green,2021,Kerala,Kochi,3.6,2163,False,Premium (1.5L-3L),0.161,0.138
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,182500,249,26.48,22.1,34.7,130.0,6,167,Dual Channel ABS,Oil Cooled,Single,Black,2021,Delhi,Noida,3.4,6334,False,Premium (1.5L-3L),0.159,0.132
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,183700,249,26.83,22.02,39.6,129.0,6,169,Dual Channel ABS,Oil Cooled,Single,Blue,2023,Punjab,Amritsar,3.8,2195,False,Premium (1.5L-3L),0.159,0.13
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,178600,249,26.39,22.69,35.4,128.0,6,165,Dual Channel ABS,Oil Cooled,Single,Black,2021,Gujarat,Surat,4.9,3271,False,Premium (1.5L-3L),0.16,0.138
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,191300,249,25.84,22.82,34.4,127.0,6,166,Dual Channel ABS,Oil Cooled,Single,Racing Red,2024,Uttar Pradesh,Meerut,3.6,3810,False,Premium (1.5L-3L),0.156,0.137
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,179800,249,26.92,22.01,45.4,128.0,6,168,Dual Channel ABS,Oil Cooled,Single,Pearl White,2020,Rajasthan,Udaipur,4.2,2145,False,Premium (1.5L-3L),0.16,0.131
Suzuki,Gixxer SF 250,Suzuki Gixxer SF 250,Sports Bike,Petrol,189300,249,25.93,22.57,39.7,130.0,6,168,Dual Channel ABS,Oil Cooled,Single,Black,2020,Maharashtra,Nagpur,4.9,439,False,Premium (1.5L-3L),0.154,0.134
Ktm,Duke 125,KTM Duke 125,Sports Bike,Petrol,162000,125,14.27,12.17,35.5,116.0,6,139,Single Channel ABS,Liquid Cooled,Single,Orange,2021,Rajasthan,Jodhpur,4.8,2277,False,Premium (1.5L-3L),0.103,0.088
Ktm,Duke 125,KTM Duke 125,Sports Bike,Petrol,160200,125,14.27,11.72,36.8,118.0,6,139,Single Channel ABS,Liquid Cooled,Single,Green,2024,Delhi,Faridabad,4.1,743,False,Premium (1.5L-3L),0.103,0.084
Ktm,Duke 125,KTM Duke 125,Sports Bike,Petrol,160200,125,14.42,12.19,39.2,137.0,6,137,Single Channel ABS,Liquid Cooled,Single,Green,2022,Punjab,Chandigarh,4.1,6426,False,Premium (1.5L-3L),0.105,0.089
Ktm,Duke 125,KTM Duke 125,Sports Bike,Petrol,159300,125,14.27,12.13,29.35,114.0,6,139,Single Channel ABS,Liquid Cooled,Single,Blue,2020,Gujarat,Gandhinagar,4.8,6402,False,Premium (1.5L-3L),0.103,0.087
Ktm,Duke 125,KTM Duke 125,Sports Bike,Petrol,170000,125,14.64,12.08,29.35,113.0,6,139,Single Channel ABS,Liquid Cooled,Single,Blue,2021,Karnataka,Bengaluru,3.7,6712,False,Premium (1.5L-3L),0.105,0.087
Ktm,Duke 125,KTM Duke 125,Sports Bike,Petrol,168000,125,14.65,12.06,42.5,112.0,6,137,Single Channel ABS,Liquid Cooled,Single,White,2021,Rajasthan,Udaipur,3.6,2630,False,Premium (1.5L-3L),0.107,0.088
Ktm,Duke 125,KTM Duke 125,Sports Bike,Petrol,169300,125,14.7,11.94,37.7,115.0,6,135,Single Channel ABS,Liquid Cooled,Single,Matte Black,2021,Kerala,Thiruvananthapuram,4.7,6663,False,Premium (1.5L-3L),0.109,0.088
Ktm,Duke 200,KTM Duke 200,Sports Bike,Petrol,188800,199,25.4,18.92,31.7,137.0,6,147,Single Channel ABS,Liquid Cooled,Single,Red,2024,Kerala,Thiruvananthapuram,4.1,2742,False,Premium (1.5L-3L),0.173,0.129
Ktm,Duke 200,KTM Duke 200,Sports Bike,Petrol,200900,199,24.43,18.83,34.5,134.0,6,146,Single Channel ABS,Liquid Cooled,Single,Red,2021,Gujarat,Ahmedabad,4.3,7538,False,Premium (1.5L-3L),0.167,0.129
Ktm,Duke 200,KTM Duke 200,Sports Bike,Petrol,193200,199,24.42,18.87,37.4,138.0,6,149,Single Channel ABS,Liquid Cooled,Single,Matte Black,2020,West Bengal,Siliguri,3.8,2667,False,Premium (1.5L-3L),0.164,0.127
Ktm,Duke 200,KTM Duke 200,Sports Bike,Petrol,197100,199,25.08,19.51,33.4,137.0,6,148,Single Channel ABS,Liquid Cooled,Single,Racing Red,2024,Karnataka,Belagavi,4.6,1853,False,Premium (1.5L-3L),0.169,0.132
Ktm,Duke 200,KTM Duke 200,Sports Bike,Petrol,189800,199,25.46,18.75,35.0,138.0,6,150,Single Channel ABS,Liquid Cooled,Single,Racing Red,2024,Madhya Pradesh,Bhopal,3.9,6339,False,Premium (1.5L-3L),0.17,0.125
Ktm,Duke 200,KTM Duke 200,Sports Bike,Petrol,191100,199,24.55,19.67,32.0,132.0,6,148,Single Channel ABS,Liquid Cooled,Single,Silver,2021,Kerala,Kochi,3.8,662,False,Premium (1.5L-3L),0.166,0.133
Ktm,Duke 200,KTM Duke 200,Sports Bike,Petrol,194300,199,24.39,18.72,33.5,137.0,6,149,Single Channel ABS,Liquid Cooled,Single,Blue,2020,Delhi,Noida,3.8,6472,False,Premium (1.5L-3L),0.164,0.126
Ktm,Duke 390,KTM Duke 390,Sports Bike,Petrol,323000,373,43.24,37.49,28.3,169.0,6,169,Dual Channel ABS,Liquid Cooled,Single,Orange,2024,Uttar Pradesh,Varanasi,3.9,6814,False,High-End (3L-7L),0.256,0.222
Ktm,Duke 390,KTM Duke 390,Sports Bike,Petrol,310800,373,42.42,36.52,29.6,165.0,6,168,Dual Channel ABS,Liquid Cooled,Single,Grey,2020,Maharashtra,Mumbai,3.8,7821,False,High-End (3L-7L),0.252,0.217
Ktm,Duke 390,KTM Duke 390,Sports Bike,Petrol,317300,373,42.26,37.63,25.6,167.0,6,169,Dual Channel ABS,Liquid Cooled,Single,Matte Black,2024,Maharashtra,Nagpur,4.8,5796,False,High-End (3L-7L),0.25,0.223
Ktm,Duke 390,KTM Duke 390,Sports Bike,Petrol,308900,373,44.21,36.89,28.3,166.0,6,169,Dual Channel ABS,Liquid Cooled,Single,Blue,2023,Gujarat,Surat,4.5,5939,False,High-End (3L-7L),0.262,0.218
Ktm,Duke 390,KTM Duke 390,Sports Bike,Petrol,309600,373,42.2,36.05,29.3,169.0,6,172,Dual Channel ABS,Liquid Cooled,Single,Yellow,2023,Rajasthan,Ajmer,3.5,2980,False,High-End (3L-7L),0.245,0.21
Ktm,Duke 390,KTM Duke 390,Sports Bike,Petrol,316200,373,43.23,36.1,29.0,167.0,6,171,Dual Channel ABS,Liquid Cooled,Single,Blue,2021,Maharashtra,Mumbai,4.3,696,False,High-End (3L-7L),0.253,0.211
Ktm,Duke 390,KTM Duke 390,Sports Bike,Petrol,323200,373,44.12,36.57,27.1,166.0,6,171,Dual Channel ABS,Liquid Cooled,Single,Pearl White,2024,Delhi,New Delhi,3.9,3064,False,High-End (3L-7L),0.258,0.214
Ktm,Duke 390,KTM Duke 390,Sports Bike,Petrol,315900,373,43.65,36.05,26.6,168.0,6,171,Dual Channel ABS,Liquid Cooled,Single,Matte Black,2020,Tamil Nadu,Madurai,3.5,5730,False,High-End (3L-7L),0.255,0.211
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,213400,199,25.33,19.08,34.9,136.0,6,148,Single Channel ABS,Liquid Cooled,Single,Yellow,2023,Telangana,Nizamabad,4.9,5653,False,Premium (1.5L-3L),0.171,0.129
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,211200,199,24.96,19.57,30.0,139.0,6,149,Single Channel ABS,Liquid Cooled,Single,Yellow,2024,Madhya Pradesh,Bhopal,4.8,6582,False,Premium (1.5L-3L),0.168,0.131
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,212600,199,25.49,19.04,35.6,138.0,6,147,Single Channel ABS,Liquid Cooled,Single,Blue,2021,Karnataka,Mysuru,3.3,666,False,Premium (1.5L-3L),0.173,0.13
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,222500,199,24.75,18.94,29.35,136.0,6,146,Single Channel ABS,Liquid Cooled,Single,Racing Red,2020,Delhi,Gurugram,3.4,4582,False,Premium (1.5L-3L),0.17,0.13
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,221800,199,24.44,19.19,34.0,133.0,6,146,Single Channel ABS,Liquid Cooled,Single,Yellow,2023,Kerala,Kannur,,1250,False,Premium (1.5L-3L),0.167,0.131
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,218400,199,24.73,19.09,33.1,133.0,6,147,Single Channel ABS,Liquid Cooled,Single,Yellow,2022,Maharashtra,Nagpur,4.8,2188,False,Premium (1.5L-3L),0.168,0.13
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,214100,199,25.35,19.29,29.4,136.0,6,148,Single Channel ABS,Liquid Cooled,Single,Matte Black,2023,Karnataka,Belagavi,3.3,7312,False,Premium (1.5L-3L),0.171,0.13
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,223500,199,25.32,19.28,35.5,134.0,6,147,Single Channel ABS,Liquid Cooled,Single,Grey,2022,Telangana,Karimnagar,3.7,4052,False,Premium (1.5L-3L),0.172,0.131
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,214500,199,25.06,18.8,30.4,139.0,6,149,Single Channel ABS,Liquid Cooled,Single,Orange,2022,Madhya Pradesh,Jabalpur,4.5,4980,False,Premium (1.5L-3L),0.168,0.126
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,221100,199,24.64,19.11,29.9,139.0,6,150,Single Channel ABS,Liquid Cooled,Single,Red,2024,Punjab,Amritsar,4.6,562,False,Premium (1.5L-3L),0.164,0.127
Ktm,RC 200,KTM RC 200,Sports Bike,Petrol,223200,199,24.29,18.67,31.4,134.0,6,148,Single Channel ABS,Liquid Cooled,Single,Blue,2021,Telangana,Warangal,4.7,2068,False,Premium (1.5L-3L),0.164,0.126
Ktm,RC 390,KTM RC 390,Sports Bike,Petrol,336500,373,43.01,36.99,25.6,171.0,6,180,Dual Channel ABS,Liquid Cooled,Single,Pearl White,2020,Punjab,Jalandhar,4.4,2006,False,High-End (3L-7L),0.239,0.206
Ktm,RC 390,KTM RC 390,Sports Bike,Petrol,331700,373,42.39,35.94,24.9,171.0,6,181,Dual Channel ABS,Liquid Cooled,Single,White,2022,Gujarat,Vadodara,4.5,5668,False,High-End (3L-7L),0.234,0.199
Ktm,RC 390,KTM RC 390,Sports Bike,Petrol,335600,373,43.61,36.84,29.5,171.0,6,177,Dual Channel ABS,Liquid Cooled,Single,Pearl White,2021,Tamil Nadu,Coimbatore,4.4,2229,False,High-End (3L-7L),0.246,0.208
Ktm,RC 390,KTM RC 390,Sports Bike,Petrol,329500,373,43.95,36.46,30.1,170.0,6,179,Dual Channel ABS,Liquid Cooled,Single,Matte Black,2020,Karnataka,Mysuru,3.6,5008,False,High-End (3L-7L),0.246,0.204
Ktm,RC 390,KTM RC 390,Sports Bike,Petrol,328500,373,43.67,37.41,26.9,165.0,6,177,Dual Channel ABS,Liquid Cooled,Single,Silver,2022,Rajasthan,Udaipur,3.6,2500,False,High-End (3L-7L),0.247,0.211
Ktm,RC 390,KTM RC 390,Sports Bike,Petrol,330200,373,43.68,36.78,26.5,167.0,6,179,Dual Channel ABS,Liquid Cooled,Single,Yellow,2024,West Bengal,Durgapur,4.3,2470,False,High-End (3L-7L),0.244,0.205
Ktm,RC 390,KTM RC 390,Sports Bike,Petrol,337200,373,44.15,37.38,29.1,169.0,6,180,Dual Channel ABS,Liquid Cooled,Single,Blue,2021,Delhi,Gurugram,4.1,1993,False,High-End (3L-7L),0.245,0.208
Ktm,RC 390,KTM RC 390,Sports Bike,Petrol,333200,373,42.76,36.66,26.8,165.0,6,181,Dual Channel ABS,Liquid Cooled,Single,Racing Red,2020,West Bengal,Howrah,,2446,False,High-End (3L-7L),0.236,0.203
Ktm,RC 390,KTM RC 390,Sports Bike,Petrol,334200,373,43.9,37.57,28.4,169.0,6,179,Dual Channel ABS,Liquid Cooled,Single,Orange,2021,Kerala,Thiruvananthapuram,4.4,5254,False,High-End (3L-7L),0.245,0.21
Kawasaki,Z400,Kawasaki Z400,Sports Bike,Petrol,545200,399,44.13,37.39,25.8,166.0,6,167,Dual Channel ABS,Liquid Cooled,Parallel Twin,Grey,2020,Punjab,Ludhiana,4.0,6094,True,High-End (3L-7L),0.264,0.224
Kawasaki,Z400,Kawasaki Z400,Sports Bike,Petrol,539600,399,44.3,36.37,23.5,171.0,6,165,Dual Channel ABS,Liquid Cooled,Parallel Twin,Blue,2022,Tamil Nadu,Madurai,4.0,7290,True,High-End (3L-7L),0.268,0.22
Kawasaki,Z400,Kawasaki Z400,Sports Bike,Petrol,534100,399,43.99,36.11,25.4,169.0,6,167,Dual Channel ABS,Liquid Cooled,Parallel Twin,Matte Black,2024,West Bengal,Asansol,3.3,7311,True,High-End (3L-7L),0.263,0.216
Kawasaki,Z400,Kawasaki Z400,Sports Bike,Petrol,532400,399,45.56,37.72,20.2,171.0,6,166,Dual Channel ABS,Liquid Cooled,Parallel Twin,Blue,2022,Karnataka,Mysuru,3.9,4689,True,High-End (3L-7L),0.274,0.227
Kawasaki,Z400,Kawasaki Z400,Sports Bike,Petrol,543400,399,43.56,36.4,25.8,166.0,6,169,Dual Channel ABS,Liquid Cooled,Parallel Twin,Pearl White,2021,Uttar Pradesh,Agra,,500,True,High-End (3L-7L),0.258,0.215
Kawasaki,Z400,Kawasaki Z400,Sports Bike,Petrol,542900,399,44.46,37.68,20.2,165.0,6,169,Dual Channel ABS,Liquid Cooled,Parallel Twin,White,2024,Uttar Pradesh,Lucknow,4.0,3542,True,High-End (3L-7L),0.263,0.223
Kawasaki,Z400,Kawasaki Z400,Sports Bike,Petrol,526000,399,43.56,37.25,20.2,167.0,6,167,Dual Channel ABS,Liquid Cooled,Parallel Twin,Orange,2024,Gujarat,Ahmedabad,3.5,5568,True,High-End (3L-7L),0.261,0.223
Kawasaki,Z400,Kawasaki Z400,Sports Bike,Petrol,523900,399,43.66,37.64,24.3,169.0,6,169,Dual Channel ABS,Liquid Cooled,Parallel Twin,Matte Black,2022,Rajasthan,Ajmer,3.5,6773,True,High-End (3L-7L),0.258,0.223
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,535100,399,43.92,37.57,26.1,172.0,6,167,Dual Channel ABS,Liquid Cooled,Parallel Twin,Orange,2023,West Bengal,Howrah,,1568,True,High-End (3L-7L),0.263,0.225
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,531700,399,43.83,37.21,26.0,137.0,6,168,Dual Channel ABS,Liquid Cooled,Parallel Twin,Racing Red,2020,Karnataka,Mysuru,4.3,1409,True,High-End (3L-7L),0.261,0.221
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,548100,399,45.43,35.98,22.6,175.0,6,169,Dual Channel ABS,Liquid Cooled,Parallel Twin,Matte Black,2020,Kerala,Kochi,4.4,5379,True,High-End (3L-7L),0.269,0.213
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,528700,399,44.97,36.45,25.3,177.0,6,170,Dual Channel ABS,Liquid Cooled,Parallel Twin,Racing Red,2021,Delhi,Faridabad,3.6,5642,True,High-End (3L-7L),0.265,0.214
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,533100,399,43.82,36.1,22.5,173.0,6,170,Dual Channel ABS,Liquid Cooled,Parallel Twin,Green,2020,Kerala,Thiruvananthapuram,4.1,5085,True,High-End (3L-7L),0.258,0.212
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,531000,399,43.91,36.9,26.6,177.0,6,169,Dual Channel ABS,Liquid Cooled,Parallel Twin,Blue,2022,Delhi,Ghaziabad,4.5,2444,True,High-End (3L-7L),0.26,0.218
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,534900,399,44.84,36.8,26.7,178.0,6,170,Dual Channel ABS,Liquid Cooled,Parallel Twin,Pearl White,2020,Telangana,Hyderabad,4.8,6867,True,High-End (3L-7L),0.264,0.216
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,527300,399,44.15,35.98,26.1,178.0,6,166,Dual Channel ABS,Liquid Cooled,Parallel Twin,Grey,2021,Madhya Pradesh,Bhopal,4.0,2450,True,High-End (3L-7L),0.266,0.217
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,550600,399,45.55,35.91,22.7,177.0,6,167,Dual Channel ABS,Liquid Cooled,Parallel Twin,Green,2020,Gujarat,Vadodara,3.4,6236,True,High-End (3L-7L),0.273,0.215
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,534900,399,43.96,36.63,26.8,174.0,6,169,Dual Channel ABS,Liquid Cooled,Parallel Twin,Grey,2020,Uttar Pradesh,Meerut,,2832,True,High-End (3L-7L),0.26,0.217
Kawasaki,Ninja 400,Kawasaki Ninja 400,Sports Bike,Petrol,545700,399,45.18,37.71,20.2,172.0,6,169,Dual Channel ABS,Liquid Cooled,Parallel Twin,Pearl White,2021,Uttar Pradesh,Varanasi,3.4,5728,True,High-End (3L-7L),0.267,0.223
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,724100,649,67.04,66.56,21.1,180.0,6,195,Dual Channel ABS,Liquid Cooled,Parallel Twin,White,2024,Kerala,Thrissur,3.9,2962,True,Luxury (>7L),0.344,0.341
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,724200,649,67.18,63.77,21.1,179.0,6,198,Dual Channel ABS,Liquid Cooled,Parallel Twin,Green,2023,Uttar Pradesh,Lucknow,3.3,2168,True,Luxury (>7L),0.339,0.322
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,736200,649,65.31,65.9,18.6,137.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,Yellow,2024,Tamil Nadu,Madurai,4.4,5089,True,Luxury (>7L),0.332,0.335
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,707400,649,66.68,65.27,19.6,176.0,6,194,Dual Channel ABS,Liquid Cooled,Parallel Twin,Red,2020,Punjab,Patiala,4.4,1310,True,Luxury (>7L),0.344,0.336
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,737600,649,66.83,64.97,20.9,175.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,Orange,2022,Gujarat,Surat,3.3,1849,True,Luxury (>7L),0.339,0.33
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,722200,649,68.28,66.18,17.7,178.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,Black,2023,Kerala,Thrissur,4.0,997,True,Luxury (>7L),0.347,0.336
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,701800,649,66.01,65.4,18.4,180.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,Black,2024,Punjab,Chandigarh,4.9,5247,True,Luxury (>7L),0.335,0.332
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,747500,649,67.07,65.28,20.2,137.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,Blue,2023,Gujarat,Ahmedabad,3.8,6311,True,Luxury (>7L),0.34,0.331
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,705700,649,68.22,64.69,20.2,180.0,6,194,Dual Channel ABS,Liquid Cooled,Parallel Twin,Red,2022,West Bengal,Howrah,3.8,5215,True,Luxury (>7L),0.352,0.333
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,702300,649,65.65,64.13,21.0,176.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,White,2023,Karnataka,Mangaluru,3.4,5029,True,Luxury (>7L),0.333,0.326
Kawasaki,Z650,Kawasaki Z650,Sports Bike,Petrol,741200,649,67.8,65.66,20.7,178.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,Black,2023,Tamil Nadu,Madurai,3.3,5212,True,Luxury (>7L),0.344,0.333
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,286800,313,33.92,27.77,29.9,144.0,6,144,Dual Channel ABS,Liquid Cooled,Single,Silver,2020,Punjab,Ludhiana,4.2,422,False,Premium (1.5L-3L),0.236,0.193
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,288800,313,34.48,27.87,28.7,144.0,6,144,Dual Channel ABS,Liquid Cooled,Single,Black,2023,Karnataka,Mysuru,4.4,4990,False,Premium (1.5L-3L),0.239,0.194
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,280500,313,34.17,28.21,28.2,145.0,6,147,Dual Channel ABS,Liquid Cooled,Single,Silver,2021,Gujarat,Vadodara,3.4,4960,False,Premium (1.5L-3L),0.232,0.192
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,292200,313,34.19,28.12,31.9,141.0,6,144,Dual Channel ABS,Liquid Cooled,Single,Pearl White,2021,Madhya Pradesh,Ujjain,3.6,5138,False,Premium (1.5L-3L),0.237,0.195
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,285100,313,33.8,27.96,30.4,143.0,6,147,Dual Channel ABS,Liquid Cooled,Single,Racing Red,2020,Madhya Pradesh,Gwalior,4.6,4631,False,Premium (1.5L-3L),0.23,0.19
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,280700,313,33.07,27.24,28.0,146.0,6,144,Dual Channel ABS,Liquid Cooled,Single,Yellow,2020,Rajasthan,Jaipur,3.2,1215,False,Premium (1.5L-3L),0.23,0.189
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,294700,313,33.33,27.92,28.6,143.0,6,143,Dual Channel ABS,Liquid Cooled,Single,White,2020,West Bengal,Durgapur,,2442,False,Premium (1.5L-3L),0.233,0.195
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,287300,313,34.31,28.28,28.1,145.0,6,143,Dual Channel ABS,Liquid Cooled,Single,Blue,2024,West Bengal,Asansol,3.9,4210,False,Premium (1.5L-3L),0.24,0.198
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,293500,313,33.0,27.51,30.1,146.0,6,146,Dual Channel ABS,Liquid Cooled,Single,Pearl White,2022,Rajasthan,Kota,4.9,465,False,Premium (1.5L-3L),0.226,0.188
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,291600,313,34.3,28.51,28.2,141.0,6,143,Dual Channel ABS,Liquid Cooled,Single,Matte Black,2024,West Bengal,Durgapur,4.5,1634,False,Premium (1.5L-3L),0.24,0.199
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,278700,313,33.93,27.34,29.9,142.0,6,143,Dual Channel ABS,Liquid Cooled,Single,Black,2023,Karnataka,Belagavi,3.3,2311,False,Premium (1.5L-3L),0.237,0.191
Bmw,G 310 R,BMW G 310 R,Sports Bike,Petrol,281600,313,33.07,28.47,30.1,145.0,6,145,Dual Channel ABS,Liquid Cooled,Single,Red,2021,Madhya Pradesh,Indore,4.9,4914,False,Premium (1.5L-3L),0.228,0.196
Bmw,G 310 GS,BMW G 310 GS,Sports Bike,Petrol,354700,313,33.29,27.26,27.1,145.0,6,172,Dual Channel ABS,Liquid Cooled,Single,Black,2022,Punjab,Amritsar,4.1,7864,False,High-End (3L-7L),0.194,0.158
Bmw,G 310 GS,BMW G 310 GS,Sports Bike,Petrol,348400,313,33.59,27.47,30.9,146.0,6,171,Dual Channel ABS,Liquid Cooled,Single,Blue,2021,Maharashtra,Nagpur,4.4,2737,False,High-End (3L-7L),0.196,0.161
Bmw,G 310 GS,BMW G 310 GS,Sports Bike,Petrol,359900,313,34.07,28.45,27.9,142.0,6,170,Dual Channel ABS,Liquid Cooled,Single,Black,2022,West Bengal,Kolkata,4.0,7434,False,High-End (3L-7L),0.2,0.167
Bmw,G 310 GS,BMW G 310 GS,Sports Bike,Petrol,344500,313,34.53,28.31,28.6,148.0,6,172,Dual Channel ABS,Liquid Cooled,Single,Grey,2024,Maharashtra,Nashik,4.5,227,False,High-End (3L-7L),0.201,0.165
